,title,author,rating,votes_count,students_count,level,duration,platform,free
2560,Wrangling Data for Data Analysts with Python,Coursera Project Network,,,,Beginner,,Coursera,False
2561,Predicción de Ventas Pronosticando Tendencias,Coursera Project Network,4.6,19.0,,Intermediate,,Coursera,False
2562,Transformer Modelle und Deep Learning,Bernhard Mayr,0.0,0.0,5,Intermediate,2.0,Udemy,False
2563,ＡＩ機械翻訳（付録：日本語対応ソースコード付）：RNNでディープラーニング：自然言語処理入門編,内山 充康,3.6,12.0,142,Mixed,2.5,Udemy,False
2564,Memulai Tableau dari Nol untuk Pengolah Data Pemula,Jubilee Enterprise,4.3,16.0,65,Beginner,3.5,Udemy,False
2565,Detecção de Objetos com Python e OpenCV,Jones Granatyr,4.7,486.0,2251,Beginner,4.0,Udemy,False
2566,Machine Learning e Data Science com Weka e Java - Completo,Jones Granatyr,4.6,769.0,5286,Mixed,28.0,Udemy,False
2567,Machine Learning ve Python: A'dan Z'ye Makine Öğrenmesi (),DATAI TEAM,4.7,1798.0,17569,Mixed,18.0,Udemy,False
2568,Machine Learning Nanodegree,Dr. Tamer Eid,4.3,2839.0,62268,Intermediate,31.5,Udemy,False
2569,Basics of Computer Science and Information Systems (BCSIS),Fredrick Ezeh,0.0,0.0,0,Beginner,2.0,Udemy,False
2570,Fundamentals of Java Programming for Text Mining and NLP,SVBook Pte. Ltd.,3.5,9.0,579,Beginner,3.5,Udemy,False
2571,OpenCV: Master OpenCV Application Development Using Python,Packt Publishing,2.9,29.0,262,Advanced,9.5,Udemy,False
2572,"Machine Learning Bootcamp: SVM,Kmeans,KNN,LinReg,PCA,DBS",Shrirang Korde,4.6,39.0,12808,Beginner,14.5,Udemy,False
2573,SuperMinds: The Future of Artificial Intelligence (AI),Srinidhi Ranganathan,4.0,86.0,22504,Beginner,0.7,Udemy,False
2574,Machine Learning: Build neural networks in lines of code,Milo Spencer-Harper,4.8,197.0,666,Beginner,1.0,Udemy,False
2575,Image Recognition for Beginners using CNN in R Studio,Start-Tech Academy,4.5,199.0,63134,Mixed,6.5,Udemy,False
2576,Apache Airflow: Complete Hands-On Beginner to Advanced Class,Alexandra Abbas,4.3,268.0,1475,Beginner,5.0,Udemy,False
2577,R Programming A-Z™: R For Data Science With Real Exercises!,Kirill Eremenko,4.6,43174.0,218047,Mixed,10.5,Udemy,False
2578,Understanding Python Sentimental Analysis Methodology,Kelvin Fosu,,,19,Mixed,2.2,Alison,False
2579,Introduction to Data Science & Machine Learning (For Beginners & Managers),"Fadi Khoury, MSc",0.0,0,34,Beginner,0.7416666666666667,Skillshare,True
2580,Excel VBA | Macros for beginners| Learn to Write an Excel Macro from scratch!,Abdelrahman Abdou,3.2,28,901,Beginner,8.993611111111111,Skillshare,True
2581,Intro to Data Visualisation with Python : Create Comprehensive Plots with Matplotlib and Numpy,Rohan Bhasin,3.7,37,246,Intermediate,1.9319444444444445,Skillshare,True
2582,How to Solve Physics Problems with Forces – Physics – Mechanics,Edouard RENY,4.0,4,161,Beginner,2.1572222222222224,Skillshare,True
2583,Algorithmic Trading Using OANDA API,Mayank Rasu,0.0,0,120,Intermediate,0.87,Skillshare,True
2584,Build Mini Python Programming Projects for your Resume,Mady ,3.9,15,103,Mixed,0.8297222222222222,Skillshare,True
2585,Circular Motion - Physics - Gravity Course (Class ),Edouard RENY,0.0,0,98,Intermediate,0.7133333333333334,Skillshare,True
2586,SQL Server for Database Administrators (beginners course),Artemakis Artemiou,0.0,0,38,Beginner,1.1302777777777777,Skillshare,True
2587,SQL für Data Analytics mit T-SQL: Der Komplettkurs,Henning Lange,0.0,0,3,Mixed,8.666666666666666,Skillshare,True
2588,Generative Adversarial Networks (GANs),DeepLearning.AI,4.7,1522.0,36000,Intermediate,120.0,Coursera,False
2589,Big Data Modeling and Management Systems,University of California San Diego,4.4,2890.0,83000,Mixed,13.0,Coursera,False
2590,Продвинутые методы машинного обучения,HSE University,,,,Intermediate,,Coursera,False
2591,Language Classification with Naive Bayes in Python,Coursera Project Network,4.5,148.0,6100,Intermediate,,Coursera,False
2592,Data Analytics Foundations for Accountancy I,University of Illinois at Urbana-Champaign,4.3,28.0,7200,Mixed,,Coursera,False
2593,CRIANDO PAINÉIS de BI no OBIEE e na Linguagem R com SHINY,Juracy Araujo de Almeida Junior,0.0,0.0,6,Beginner,6.5,Udemy,False
2594,Corso completo per Data Science e machine learning con R,Valentina Porcu,4.4,387.0,1809,Intermediate,20.0,Udemy,False
2595,Aprenda Programação em Python do Zero com Facilidade,Ivan Lourenço Gomes,4.8,3832.0,9303,Mixed,12.5,Udemy,False
2596,The Post Java Machine Learning Weka Intermediate for hours,Java Ra Machine Learning,0.0,0.0,8,Mixed,7.0,Udemy,False
2597,Curiosity Driven Deep Reinforcement Learning,Phil Tabor,5.0,6.0,134,Advanced,4.0,Udemy,False
2598,Fundamentals of Decision Trees in Machine Learning,Tech Lab,3.7,140.0,3637,Mixed,2.5,Udemy,False
2599,neural networks for sentiment and stock price prediction,Dan We,4.6,187.0,1040,Beginner,3.0,Udemy,False
2600,Data Science and Machine Learning For Beginners with Python,Bluelime Learning Solutions,3.7,490.0,29027,Beginner,8.0,Udemy,False
2601,Programming R Vectors and Factors,,,,,Beginner,1.1,Pluralsight,False
2602,"Practical Data Science with Numpy, Pandas, Matplotlib & Seaborn",Pradeep D,0.0,0,69,Beginner,3.0566666666666666,Skillshare,True
2603,Tableau : Practical and Concise Part,Junaid Athar,0.0,0,45,Intermediate,0.37555555555555553,Skillshare,True
2604,TensorFlow - Hands-on Machine Learning with TensorFlow,Pragyan Subedi,3.5,6,37,Mixed,1.1111111111111112,Skillshare,True
2605,From Zero to R Hero - Machine learning with R programming,David Keellings,3.5,6,32,Mixed,2.363611111111111,Skillshare,True
2606,Beginner's Guide To Data Imbalance,MrBriit TV,0.0,0,3,Mixed,1.2902777777777779,Skillshare,True
2607,Complex Algebra Fundamentals,Dmitri Nesteruk,0.0,0,28,Beginner,1.0805555555555555,Skillshare,True
2608,Microsoft Future Ready: Azure Cloud Fundamentals,"CloudSwyft Global Systems, Inc.",,,,Mixed,12.0,FutureLearn,True
2609,AI for Medical Diagnosis,DeepLearning.AI,4.7,1608.0,47000,Intermediate,,Coursera,False
2610,Natural Language Processing with Sequence Models,DeepLearning.AI,4.5,796.0,34000,Intermediate,,Coursera,False
2611,Build Better Generative Adversarial Networks (GANs),DeepLearning.AI,4.7,473.0,15000,Intermediate,,Coursera,False
2612,Data Visualization: Analisi dei dati con Tableau,Università di Napoli Federico II,,,,Beginner,80.0,Coursera,False
2613,Meaningful Predictive Modeling,University of California San Diego,4.4,45.0,5200,Intermediate,,Coursera,False
2614,Python for Data Science,UCSanDiegoX,,,293042,Advanced,40.0,edX,True
2615,Open Justice,NYUx,,,,Beginner,40.0,edX,True
2616,Curso Básico: Fundamentos de Inteligência Artificial,Christian Moura dos Santos,3.2,9.0,46,Intermediate,2.0,Udemy,False
2617,Алгоритмический Трейдинг с Apache Airflow,Stanislav Gorchakov,4.4,19.0,54,Intermediate,3.5,Udemy,False
2618,Aprenda Machine Learning em Python com Scikit-learn,Ivan Lourenço Gomes,4.5,148.0,597,Beginner,6.0,Udemy,False
2619,Python 資料分析 - 入門實戰,Ryan Ho,4.5,238.0,1491,Beginner,6.0,Udemy,False
2620,Fundamentals Of Machine Learning With Python,Spotle Learn,0.0,0.0,1,Mixed,3.5,Udemy,False
2621,Deep Learning Real World Projects & TensorFlow Certification,Dr. Babasaheb Satpute,4.2,6.0,428,Mixed,2.5,Udemy,False
2622,Hands-On Neural Networks​: Build Machine Learning Models​,Mammoth Interactive,4.0,13.0,153,Beginner,7.0,Udemy,False
2623,Data and Statistics (For Business and Economics),Shubham Kalra,4.0,41.0,928,Mixed,3.0,Udemy,False
2624,TensorFlow and the Google Cloud ML Engine for Deep Learning,Loony Corn,4.4,302.0,4108,Beginner,17.5,Udemy,False
2625,Boost Data Science Productivity with PyCharm,Dan Tofan,4.5,25.0,,Intermediate,2.6,Pluralsight,False
2626,Introduction to Data Science in Arabic|مقدمة في علم البيانات,Fahad Reda,3.8,18,28,Mixed,0.7747222222222222,Skillshare,True
2627,Basics of AutoCAD,Ivor Marko Kovač,3.4,5,495,Beginner,0.46694444444444444,Skillshare,True
2628,Introduction to Data Analytics for Accountants,Rizwan Ahmed,4.0,12,34,Mixed,1.3425,Skillshare,True
2629,Microsoft DQS Training : Project Based Explanation,Vikas Munjal,0.0,0,11,Beginner,2.9825,Skillshare,True
2630,Python programming for beginners,Jerome ,0.0,0,2,Beginner,1.1580555555555556,Skillshare,True
2631,Python Basics: Introduction,Kamil Pakula,2.0,2,36,Beginner,0.3647222222222222,Skillshare,True
2632,"Learn Big Data Concepts, History of Big data and Job Opportunities in Big Data",Lalitha Audikesavan,0.0,0,16,Beginner,0.21555555555555556,Skillshare,True
2633,Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,"CloudSwyft Global Systems, Inc.",,,,Mixed,18.0,FutureLearn,True
2634,Deep Neural Networks with PyTorch,IBM,4.4,974.0,29000,Intermediate,31.0,Coursera,False
2635,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,4.5,5847.0,160000,Intermediate,,Coursera,False
2636,Machine Learning with TensorFlow on Google Cloud en Français,Google Cloud,4.1,26.0,1700,Intermediate,96.0,Coursera,False
2637,Predictive Modeling and Analytics,University of Colorado Boulder,3.6,536.0,28000,Mixed,11.0,Coursera,False
2638,Introduction to Business Analysis Using Spreadsheets: Basics,Coursera Project Network,4.4,200.0,9500,Beginner,,Coursera,False
2639,Custom Reports in Google Analytics,Coursera Project Network,4.6,131.0,5600,Intermediate,,Coursera,False
2640,Deploying TinyML,HarvardX,,,9852,Intermediate,20.0,edX,True
2641,Advanced Bioconductor,HarvardX,,,28231,Advanced,16.0,edX,True
2642,AI with Python - Natural Language Processing (NLP),John Wheeler,5.0,9.0,18,Mixed,2.0,Udemy,False
2643,Curso de Governança de Dados .,Rafael Adami,4.6,41.0,114,Beginner,2.0,Udemy,False
2644,A-Z Python Bootcamp()-Basics to Data Science (+ Hours),Chandramouli Jayendran,4.1,3.0,45,Mixed,50.5,Udemy,False
2645,Complete ODK (Open Data Kit) Course,Jephithah Njagi Karani,4.6,4.0,13,Mixed,4.5,Udemy,False
2646,The Complete Unity® Masterclass: Build & AI Games,Mammoth Interactive,4.4,11.0,124,Mixed,26.0,Udemy,False
2647,AWS Healthcare Data Analytics For Beginners,Charles Smith,3.9,28.0,1012,Beginner,0.7,Udemy,False
2648,Train and Deploy Tensorflow models using Google AI Platform,Nour Islam Mokhtari,3.8,53.0,2412,Mixed,8.5,Udemy,False
2649,"Deep Learning and Computer Vision A-Z™: OpenCV, SSD & GANs",Hadelin de Ponteves,4.5,6020.0,42691,Mixed,11.0,Udemy,False
2650,Decision Making In Python & Data Science,Morteza Kordi,0.0,0,5,Mixed,3.05,Skillshare,True
2651,SAP S/ Essential Training for SAP Beginners,George Boyle,0.0,0,536,Beginner,2.7155555555555555,Skillshare,True
2652,Core Data Services,Amish Kumar,4.0,2,27,Intermediate,1.1641666666666666,Skillshare,True
2653,Build a Data Visualization Dashboard with Dogecoin Crypto Market Data,Micah ,0.0,0,9,Intermediate,1.5155555555555555,Skillshare,True
2654,Python for Beginners,Walaa Fekry,0.0,0,5,Beginner,1.0616666666666668,Skillshare,True
2655,The Coding Interviews (Problem Understanding & solving cycle),Mohamed hicham Kallouch,0.0,0,0,Intermediate,0.5788888888888889,Skillshare,True
2656,Microsoft Future Ready: Fundamentals to R for Data Science,"CloudSwyft Global Systems, Inc.",,,,Mixed,15.0,FutureLearn,True
2657,Prepare Data for Exploration,Google,4.8,4176.0,110000,Beginner,,Coursera,False
2658,Hands-on Foundations for Data Science and Machine Learning with Google Cloud Labs,Google Cloud,4.4,60.0,3100,Intermediate,20.0,Coursera,False
2659,Data Analysis and Interpretation,Wesleyan University,4.4,1291.0,130000,Beginner,60.0,Coursera,False
2660,Bitcoin Price Prediction using Facebook Prophet,Coursera Project Network,4.6,40.0,,Beginner,,Coursera,False
2661,Medical Image Classification using Tensorflow,Coursera Project Network,2.7,7.0,,Advanced,,Coursera,False
2662,Climate Geospatial Analysis on Python with Xarray,Coursera Project Network,4.2,22.0,,Intermediate,,Coursera,False
2663,Data Analysis in Python with pandas & matplotlib in Spyder,Codio,,,,Beginner,,Coursera,False
2664,Introduction to Computational Statistics for Data Scientists,Databricks,3.0,15.0,2000,Beginner,48.0,Coursera,False
2665,Machine Learning Fundamentals,UCSanDiegoX,,,89825,Advanced,40.0,edX,True
2666,Bayesian Statistics: Generalized Linear Models with R,André Marques,4.7,3.0,28,Intermediate,5.5,Udemy,False
2667,Aprende Ciencia de datos desde cero con Python [],Kevin Meneses González,4.0,26.0,100,Mixed,5.0,Udemy,False
2668,Inteligência Artificial: Sistemas de Recomendação em Python,Jones Granatyr,4.6,608.0,5791,Beginner,4.0,Udemy,False
2669,Deep Learning verstehen: Entwickle Neuronale Netze in Python,Jannis Seemann,4.6,912.0,9237,Intermediate,10.0,Udemy,False
2670,Deep Learning: Top Python Libraries You Must Learn in,Python Profits,5.0,1.0,35,Mixed,3.5,Udemy,False
2671,Learn Machine Learning with Weka,SVBook Pte. Ltd.,3.0,13.0,581,Beginner,1.5,Udemy,False
2672,Machine Learning : Random Forest with Python from Scratch©,AI Sciences,4.2,28.0,178,Mixed,9.0,Udemy,False
2673,Data Science: Supervised Machine Learning in Python,Lazy Programmer Team,4.8,2285.0,17876,Beginner,6.5,Udemy,False
2674,Annotating Visualizations in R,,,,,Intermediate,2.5,Pluralsight,False
2675,Matlab,Joseph Kelly,3.4,18,276,Beginner,2.087222222222222,Skillshare,True
2676,JavaScript Programming: Learn Basic JavaScript Code for Beginner Programmers,Matthew Dewey,3.0,14,184,Beginner,1.5752777777777778,Skillshare,True
2677,Beginners Data Analysis and Visualization with R Programming,AMG Inc ,0.0,0,52,Beginner,4.387222222222222,Skillshare,True
2678,GDPR EU Data Protection with Case Law - Latest,Robert Sullivan,0.0,0,46,Beginner,2.3275,Skillshare,True
2679,Introduction To Machine Learning with Python,AMG Inc ,1.0,0,42,Intermediate,3.5941666666666667,Skillshare,True
2680,Python Basics: Numeric Data Types,Kamil Pakula,0.0,0,12,Beginner,1.6358333333333333,Skillshare,True
2681,Object Oriented Programming (OOP) in Python - with Examples,Ghulam Abbas,3.0,1,49,Beginner,2.3025,Skillshare,True
2682,Advanced Machine Learning,HSE University,4.4,3972.0,330000,Advanced,240.0,Coursera,False
2683,Data Mining,University of Illinois at Urbana-Champaign,4.5,2629.0,190000,Intermediate,128.0,Coursera,False
2684,Introduction to Artificial Intelligence (AI),IBM,4.7,8277.0,150000,Beginner,,Coursera,False
2685,An Intuitive Introduction to Probability,University of Zurich,4.8,1180.0,46000,Beginner,30.0,Coursera,False
2686,The R Programming Environment,Johns Hopkins University,4.3,1117.0,48000,Intermediate,,Coursera,False
2687,Managing Machine Learning Projects,Duke University,,,,Beginner,,Coursera,False
2688,Introduction à l'analyse de données à l'aide d'Excel,Rice University,,,,Mixed,,Coursera,False
2689,Building and analyzing linear regression model in R,Coursera Project Network,4.5,29.0,,Beginner,,Coursera,False
2690,Overview of Data Visualization,Coursera Project Network,,,,Beginner,,Coursera,False
2691,Practical Machine Learning,Johns Hopkins University,4.5,3165.0,140000,Mixed,,Coursera,False
2692,Global Statistics - Composite Indices for International Comparisons,University of Geneva,4.6,38.0,2900,Intermediate,16.0,Coursera,False
2693,Excel avanzado: importación y análisis de datos,UPValenciaX,,,22185,Advanced,32.0,edX,True
2694,Probability and Statistics III: A Gentle Introduction to Statistics,GTx,,,,Intermediate,16.0,edX,True
2695,Парсинг сайтов PYTHON,Никита Хохлов,4.0,120.0,1078,Mixed,1.0,Udemy,False
2696,Spark und Python für Big Data und Data Science mit PySpark,Dr. René Brunner,4.6,130.0,1452,Beginner,13.0,Udemy,False
2697,Mastering ML: Object Recognition & Detection With TensorFlow,TetraNoodle Team,2.2,5.0,36,Mixed,2.0,Udemy,False
2698,TensorFlow Interview Questions & Answers,Uplatz Training,4.9,9.0,10432,Mixed,3.0,Udemy,False
2699,SQL in C# Series: Saving Image in SQL Server Database by C#,Abdullah Musavi,0.0,0,19,Mixed,3.693611111111111,Skillshare,True
2700,INTRODUCTION TO ASSEMBLY LANGUAGE,Mohamad Khalil,3.5,3,18,Beginner,1.628611111111111,Skillshare,True
2701,Recommender Systems for Beginners,Pragyan Subedi,0.0,0,10,Mixed,0.4738888888888889,Skillshare,True
2702,Linear Algebra for Beginners: Open Doors to Great Careers,Richard Han,3.4,9,795,Beginner,6.841944444444445,Skillshare,True
2703,Microsoft Excel - How To Videos,Julio Gonzalez,0.0,0,16,Mixed,10.661666666666667,Skillshare,True
2704,Ciencia de Datos Aplicada,IBM,4.7,50.0,2500,Beginner,120.0,Coursera,False
2705,Reinforcement Learning for Trading Strategies,New York Institute of Finance,3.7,175.0,10000,Intermediate,,Coursera,False
2706,Evaluación de Impacto de Programas Sociales,MITx,,,55987,Intermediate,24.0,edX,True
2707,Agile Methodology,Rolls-Royce,,,,Beginner,36.0,edX,True
2708,Herramientas de ciencia de datos: uso práctico,IBM,,,5277,Beginner,28.0,edX,True
2709,Text Analytics : Visualizing Natural Language Processing,UCx,,,,Beginner,24.0,edX,True
2710,Supply Chains for Manufacturing: Capacity Analytics,MITx,,,11210,Advanced,36.0,edX,True
2711,Machine Learning and Deep Learning A-Z: Hands-On Python,Oak Academy,4.8,26.0,2524,Mixed,19.0,Udemy,False
2712,KNIME - Datenanalyse/Datenverarbeitung + Machine Learning,Simon Herzog,4.0,42.0,257,Mixed,10.0,Udemy,False
2713,[ADsP 자격증 준비] 데이터분석 준전문가 자격증 대비,ITGO 아이티고,3.4,4.0,14,Intermediate,23.0,Udemy,False
2714,（）,唐宇迪 唐,4.6,60.0,409,Mixed,18.0,Udemy,False
2715,"Python: Data Science, Machine Learning, AI & Neuronale Netze",Jannis Seemann,4.6,481.0,4149,Beginner,29.5,Udemy,False
2716,Feature importance and model interpretation in Python,Gianluca Malato,0.0,0.0,3,Advanced,2.0,Udemy,False
2717,Master Natural Language Processing & Build NLP Web App,Govind Kumar,4.9,54.0,16116,Intermediate,4.5,Udemy,False
2718,Machine Learning with Python (beginner to guru),Uplatz Training,4.7,97.0,24717,Mixed,24.0,Udemy,False
2719,SQL and Data Visualization - The Complete Bootcamp,Raffi Sarkissian | SQL | PostgreSQL | Metabase,4.5,170.0,1024,Beginner,5.5,Udemy,False
2720,"Complete & Practical SAS, Statistics & Data Analysis Course",Shenggang Li,4.5,1618.0,10119,Mixed,16.5,Udemy,False
2721,Data Science and Visualization For Complete Beginners - Part,Lee Falin,0.0,0,20,Beginner,1.0733333333333333,Skillshare,True
2722,Python : A Beginners Guide to Python Programming,Tony Staunton,3.4,743,26880,Beginner,7.881944444444445,Skillshare,True
2723,The Theory Behind Electronics - A Beginners Guide,Idan Gabrieli,3.1,43,1413,Beginner,3.865,Skillshare,True
2724,"Linux Tips, Tricks and Shortcuts for the Oracle Professional",Cory Holmes,0.0,0,50,Beginner,1.1133333333333333,Skillshare,True
2725,Edition - Big Data Hadoop for absolute beginners with GCP Dataproc & Cloudera QuickStart VM,Engineering Tech,4.0,1,20,Beginner,1.2019444444444445,Skillshare,True
2726,Statistics with R,Duke University,4.7,6472.0,320000,Beginner,84.0,Coursera,False
2727,Python для анализа данных,Moscow Institute of Physics and Technology,4.6,103.0,13000,Intermediate,,Coursera,False
2728,Curso Completo de Spark con Databricks (Big Data),Coursera Project Network,4.1,7.0,,Advanced,,Coursera,False
2729,Introducción al Aprendizaje Profundo,Universidad Austral,,,,Beginner,7.0,Coursera,False
2730,Internet de las cosas (IoT) y Big Data,URosarioX,,,7124,Intermediate,16.0,edX,True
2731,"Data Science for Construction, Architecture and Engineering",NUS,,,20549,Beginner,28.0,edX,True
2732,人群与网络 | Networks and Crowds,PekingX,,,,Intermediate,16.0,edX,False
2733,Neuronale Netze Optimieren und Evaluieren mit Tensorflow,Saif Al-Dilaimi,5.0,2.0,125,Intermediate,10.0,Udemy,False
2734,【最速で実装】ディープラーニングによる異常検知,Kiyom Ishi,4.0,3.0,14,Advanced,1.5,Udemy,False
2735,Машинное зрение: распознавание объектов на Python,Центр digital-профессий ITtensive,3.6,11.0,84,Advanced,5.0,Udemy,False
2736,. (Deep Reinforcement Learning .),Hadelin de Ponteves,4.7,15.0,114,Beginner,9.5,Udemy,False
2737,Natural Language Processing für Data Science mit Python,Dr. René Brunner,4.4,181.0,1430,Beginner,13.5,Udemy,False
2738,TensorFlow: Machine Learning e Deep Learning com Python,Jones Granatyr,4.5,1600.0,8531,Mixed,19.0,Udemy,False
2739,Graphing Data with Python,Jarrett Retz,4.1,3.0,26,Beginner,5.5,Udemy,False
2740,SciKit-Learn in Python for Machine Learning Engineers,Mike West,3.9,46.0,347,Beginner,2.0,Udemy,False
2741,"Intro to Big Data, Data Science and Artificial Intelligence",Julia Mariasova,4.4,716.0,1370,Beginner,3.5,Udemy,False
2742,Machine Learning and AI: Support Vector Machines in Python,Lazy Programmer Team,4.5,914.0,21587,Advanced,9.0,Udemy,False
2743,Manage Couchbase Servers and Clusters,,,,,Beginner,0.1,Pluralsight,False
2744,Diploma in Mastering Machine Learning with R,Juan Galvan,,,86,Mixed,8.0,Alison,False
2745,Statistics for Business Analytics and Data Science,KAIMA LM,3.0,48,1993,Beginner,0.8455555555555555,Skillshare,True
2746,Modern Web scraping With Python using Scrapy and Splash,Ahmed Rafik Djerah,2.7,16,727,Intermediate,3.0955555555555554,Skillshare,True
2747,SAP S/: Succeed as an SAP Consultant,George Boyle,0.0,0,97,Mixed,2.858611111111111,Skillshare,True
2748,How to Simulate Electronic Properties of Nano Structures,Milad Zoghi,0.0,0,31,Mixed,2.200277777777778,Skillshare,True
2749,Basic Python Programming,DrKBs Tutorials,0.0,0,1,Beginner,1.0355555555555556,Skillshare,True
2750,Cisco CCNP ROUTE - - Network Principles,Matt Carey,3.0,2,58,Advanced,0.99,Skillshare,True
2751,The Complete Regular Expressions Course with Exercises,Jazeb Akram,0.0,0,93,Mixed,5.379722222222222,Skillshare,True
2752,Data Analysis with R Programming,Google,4.8,1637.0,65000,Beginner,,Coursera,False
2753,Prediction and Control with Function Approximation,University of Alberta,4.8,681.0,16000,Intermediate,,Coursera,False
2754,NLP: Twitter Sentiment Analysis,Coursera Project Network,4.6,299.0,8000,Beginner,,Coursera,False
2755,大數據分析：商業應用與策略管理 (Big Data Analytics: Business Applications and Strategic Decisions),National Taiwan University,4.7,186.0,14000,Beginner,18.0,Coursera,False
2756,Introduction to Predictive Modeling,University of Minnesota,5.0,24.0,1700,Mixed,12.0,Coursera,False
2757,Data Warehousing with Microsoft Azure Synapse Analytics,Microsoft,,,,Intermediate,,Coursera,False
2758,Case studies in business analytics with ACCENTURE,ESSEC Business School,3.7,196.0,24000,Mixed,8.0,Coursera,False
2759,Sparse Representations in Image Processing: From Theory to Practice,IsraelXTechnion,,,5427,Advanced,20.0,edX,True
2760,Data Science: Natural Language Processing (NLP) in Python,Lazy Programmer Inc.,4.6,10258.0,39464,Mixed,12.0,Udemy,False
2761,Deep Learning CNN: Convolutional Neural Networks with Python,AI Sciences,4.4,54.0,387,Mixed,15.5,Udemy,False
2762,"Python ile Makine Öğrenmesi , Algoritmalar ve Yapay Zeka",Aiapii Team,4.0,2.0,24,Mixed,9.0,Udemy,False
2763,Python-深度学习-物体检测实战,唐宇迪 唐,4.4,12.0,106,Advanced,6.5,Udemy,False
2764,"Excel 'dan İleri Düzeye (formüller,tablolama, programlama)",Buğra Özbey,4.4,40.0,123,Mixed,11.5,Udemy,False
2765,Working With HBase - Aug,Proton Expert Systems & Solutions,4.6,3.0,5,Intermediate,1.5,Udemy,False
2766,Projects in Machine Learning : Beginner To Professional,Eduonix Learning Solutions,4.2,563.0,4731,Mixed,15.5,Udemy,False
2767,Feature Engineering for Machine Learning,Soledad Galli,4.7,2205.0,14452,Intermediate,10.5,Udemy,False
2768,Modeling and Schema Design Patterns for Document Databases,Kishan Iyer,3.5,10.0,,Intermediate,1.6,Pluralsight,False
2769,For Beginners - Build Robotics Applications with Robot Operating System,Edouard Renard,3.1,17,260,Beginner,10.830833333333333,Skillshare,True
2770,Automate Excel with Python using OpenPyXL,Andrei Dumitrescu,3.8,11,176,Beginner,0.8666666666666667,Skillshare,True
2771,Zero and One: Fundamentals of Computer Systems,Ali Feizollah,3.3,91,124,Beginner,1.196388888888889,Skillshare,True
2772,Data Analysis and Visualization Foundations,IBM,4.7,5319.0,140000,Beginner,32.0,Coursera,False
2773,Ethical Issues in Data Science,University of Colorado Boulder,4.3,9.0,,Beginner,,Coursera,False
2774,Getting Started with Rstudio,Coursera Project Network,4.6,29.0,,Beginner,,Coursera,False
2775,Marketing digital en redes sociales,UPValenciaX,,,6426,Beginner,12.0,edX,True
2776,Mastering Data Analysis with R,Packt Publishing,3.7,7.0,63,Advanced,3.5,Udemy,False
2777,"Визуализация данных в Python: области, тренды, картограммы",Центр digital-профессий ITtensive,3.1,5.0,31,Intermediate,2.0,Udemy,False
2778,Detecção de Movimentos com Python e OpenCV,Jones Granatyr,4.8,35.0,398,Mixed,5.5,Udemy,False
2779,Creación de Reportes Visuales con RMarkdown,Rocio del Carmen Chávez Álvarez,4.5,114.0,803,Mixed,6.0,Udemy,False
2780,Data Science ve Python: Sıfırdan Uzmanlığa Veri Bilimi (),DATAI TEAM,4.5,2591.0,19611,Beginner,6.5,Udemy,False
2781,Pandas Masterclass: Advanced Data Analysis with Pandas,Data Is Good Academy,4.4,123.0,21031,Mixed,9.0,Udemy,False
2782,Unleash Machine Learning: Build Artificial Neuron in Python,Razvan Pistolea,4.4,142.0,1973,Beginner,3.0,Udemy,False
2783,Machine Learning - Regression and Classification (math Inc.),Sachin Kafle,4.6,411.0,59788,Mixed,17.0,Udemy,False
2784,Deep Reinforcement Learning .,Hadelin de Ponteves,4.5,872.0,7450,Beginner,9.5,Udemy,False
2785,Machine Learning and Data Science Hands-on with Python and R,EDU CBA,2.6,1302.0,47205,Mixed,72.5,Udemy,False
2786,Collecting and Preparing Data for MicroStrategy,,,,,Beginner,1.4,Pluralsight,False
2787,: The Big Picture,Ben Sullins,4.0,100.0,,Beginner,1.4,Pluralsight,False
2788,Python for Data Science: From the Basics to Advanced,Ermin Dedic,,,63,Mixed,8.0,Alison,False
2789,The Complete SQL Server For Beginners,Ahmad Mohey,2.9,61,2206,Beginner,5.524444444444445,Skillshare,True
2790,Step By Step Kubernetes Automation With Ansible,Mukesh Ranjan,0.0,0,87,Beginner,6.056666666666667,Skillshare,True
2791,"Linear and Logistics Regression with Python : Scikit learn, Jupyter on Azure Cloud VM",Ankit Mistry,2.0,3,50,Beginner,1.6397222222222223,Skillshare,True
2792,Learn Power Query with Microsoft Power BI,Harshit Srivastava,0.0,0,13,Mixed,1.6097222222222223,Skillshare,True
2793,Twitter sentiment analysis & Natural language processing (NLP) for beginners,Engineering Tech,0.0,0,13,Beginner,0.5536111111111112,Skillshare,True
2794,Excel Applications,Shazar Khan,0.0,0,4,Mixed,1.103888888888889,Skillshare,True
2795,- Session : Querying Microsoft SQL Server /,Phillip Burton,0.0,0,316,Mixed,3.6355555555555554,Skillshare,True
2796,Python and the PyCharm IDE in,Programming Made Easy,0.0,0,13,Beginner,1.0277777777777777,Skillshare,True
2797,Machine Learning,University of Washington,4.6,15183.0,420000,Intermediate,84.0,Coursera,False
2798,Estadística aplicada a los negocios,Universidad Austral,4.6,648.0,46000,Beginner,19.0,Coursera,False
2799,Fundamentos de estadística aplicada,Universidad de los Andes,4.4,28.0,4400,Intermediate,29.0,Coursera,False
