,title,author,rating,votes_count,students_count,level,duration,platform,free
240,Want to be a Big Data Scientist?,"V2 Maestros, LLC",5.0,964.0,12523,Beginner,1.5,Udemy,False
241,Think like a data scientist! – The No-Code Data Science Masterclass,Jesper Dramsch,3.0,8,503,Beginner,1.5955555555555556,Skillshare,True
242,Data Science and Visualization For Complete Beginners - Part,Lee Falin,0.0,0,5,Beginner,0.5441666666666667,Skillshare,True
243,The Ultimate Hands-On Hadoop: Tame your Big Data!,Frank Kane,4.0,22,699,Intermediate,14.470833333333333,Skillshare,True
244,Kickstart your Data Analytics Career with Tableau: Solving Real Analytical Problems,Dee Naidoo,3.8,20,405,Mixed,6.451944444444444,Skillshare,True
245,Calculus for beginners - Differentiation masterclass,Dániel Csíkos,0.0,0,103,Beginner,2.4019444444444447,Skillshare,True
246,Class (Objective Domain .) : - Exam - Techniques for MOS Core Excel Certification,David Murphy,0.0,0,6,Mixed,0.39444444444444443,Skillshare,True
247,Microsoft Excel Pivot Tables & Excel Dashboards in Hour!,John Michaloudis MyExcelOnline. com,3.5,80,2308,Mixed,1.011111111111111,Skillshare,True
248,Machine Learning Engineering for Production (MLOps),DeepLearning.AI,4.7,1123.0,35000,Advanced,96.0,Coursera,False
249,Machine Learning for Supply Chains,LearnQuest,3.4,17.0,,Intermediate,60.0,Coursera,False
250,Python Data Products for Predictive Analytics,University of California San Diego,4.2,211.0,24000,Intermediate,40.0,Coursera,False
251,Key Technologies in Data Analytics,LearnQuest,3.9,22.0,,Beginner,64.0,Coursera,False
252,Introduzione alla Data Visualization con Tableau,Università di Napoli Federico II,,,,Beginner,,Coursera,False
253,Creating Models using Smartpls,Coursera Project Network,4.6,14.0,,Intermediate,,Coursera,False
254,Maps and the Geospatial Revolution,The Pennsylvania State University,4.7,217.0,22000,Beginner,20.0,Coursera,False
255,Analizando datos con Python,IBM,,,,Beginner,20.0,edX,True
256,Deep Learning,AnahuacX,,,,Advanced,16.0,edX,True
257,Financial accounting and capital markets,UniversityofCambridge,,,,Intermediate,20.0,edX,True
258,Learning Path: From Python Programming to Data Science,Packt Publishing,3.5,37.0,383,Advanced,21.0,Udemy,False
259,DATA SCIENCE: INTRODUCTION À R et R markdown POUR LES NULS,Engineer Amikour,4.8,3.0,7,Beginner,1.5,Udemy,False
260,Python para Data Science e Machine Learning - COMPLETO,Rodrigo Soares Tadewald,4.5,7899.0,33539,Intermediate,17.5,Udemy,False
261,Statistics for Data Analytics,Dr.Himanshu Saxena,4.7,2.0,69,Mixed,6.5,Udemy,False
262,Linear regression in R for Data Scientists,Francisco Juretig,3.1,12.0,184,Mixed,7.0,Udemy,False
263,Python: Python Basics Bootcamp for Beginners in Data Science,Shepherd Mahupa,4.5,76.0,10964,Mixed,3.0,Udemy,False
264,Data Mining,The Art Of Service,3.3,85.0,620,Mixed,2.0,Udemy,False
265,Data Science Career Guide - Interview Preparation,Jose Portilla,4.5,2134.0,16521,Mixed,4.0,Udemy,False
266,Data Science and analytics with R Programming,Ankit Mistry,3.2,10,303,Beginner,2.5883333333333334,Skillshare,True
267,Advanced Python (Python ),Kalob Taulien,3.3,14,282,Intermediate,1.9547222222222222,Skillshare,True
268,Loudspeaker engineering : How to design speaker crossovers,Tanasescu Marius,3.5,6,164,Advanced,4.869166666666667,Skillshare,True
269,Real Life Machine Learning Practicals,Zichen Liu,0.0,0,32,Mixed,1.1116666666666666,Skillshare,True
270,Oracle Data Integrator(ODI) Developer Cource,Saad Qureshi,0.0,0,30,Beginner,10.11111111111111,Skillshare,True
271,Try Django : Learn and Master the Python Programming Web Framework,Justin Mitchel,3.5,55,1923,Beginner,2.921111111111111,Skillshare,True
272,Azure Cloud Fundamentals for Data Science with Python,"CloudSwyft Global Systems, Inc.",,,,Mixed,12.0,FutureLearn,True
273,The Pytorch basics you need to start your ML projects,Coursera Project Network,3.4,11.0,,Intermediate,,Coursera,False
274,Fitting Statistical Models to Data with Python,University of Michigan,4.4,567.0,25000,Intermediate,,Coursera,False
275,"Classification Trees in Python, From Start To Finish",Coursera Project Network,4.6,217.0,8900,Intermediate,,Coursera,False
276,Feature Engineering en Español,Google Cloud,4.5,24.0,2400,Intermediate,,Coursera,False
277,Object Localization with TensorFlow,Coursera Project Network,4.4,50.0,2400,Intermediate,,Coursera,False
278,Marketing digital y sus análisis basado en datos,TecdeMonterreyX,,,,Intermediate,16.0,edX,True
279,Effecting Digital Transformation with Data Analytics Projects,UMDUSMx,,,,Beginner,16.0,edX,True
280,Working Business Statistics Problems,Ronny Richardson,0.0,0.0,47,Beginner,9.0,Udemy,False
281,Apache Spark mit Databricks - Crashkurs,Jan Schwarzlose,4.0,15.0,2889,Beginner,3.5,Udemy,False
282,医師が教えるR言語での医療データ分析入門 -発展編(集計)： 集計表と公的なデータから レポートを作ってみよう！,Norimitsu Nishida,4.6,60.0,511,Intermediate,4.5,Udemy,False
283,A complete guide on how to build Image Search Engine,Evergreen Technologies,4.6,5.0,38,Beginner,3.0,Udemy,False
284,IBM Watson Discovery Fundamentals,Johnathan Ward,4.1,13.0,51,Beginner,1.5,Udemy,False
285,Digital Twin: Philosophy for the new digital revolution,AulaGEO Academy,3.8,15.0,510,Beginner,0.6,Udemy,False
286,Regression Analysis in R for Machine Learning & Data Science,Kate Alison,4.7,28.0,8260,Mixed,4.5,Udemy,False
287,Artificial Intelligence #: Linear & MultiLinear Regression,Sobhan N.,3.8,29.0,3159,Mixed,2.5,Udemy,False
288,Testing and Monitoring Machine Learning Model Deployments,Christopher Samiullah,4.6,266.0,3475,Intermediate,8.5,Udemy,False
289,Computer Science : Intro to sets,Vignesh Sekar,3.0,6,64,Mixed,0.2452777777777778,Skillshare,True
290,Data Analysis and Statistical Modeling in R,Jazeb Akram,0.0,0,37,Mixed,4.9275,Skillshare,True
291,Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,4.7,13948.0,230000,Intermediate,12.0,Coursera,False
292,Principles of fMRI,Johns Hopkins University,4.6,719.0,33000,Beginner,,Coursera,False
293,Natural Language Processing for Stocks News Analysis,Coursera Project Network,4.6,8.0,,Beginner,,Coursera,False
294,COVID- mRNA Vaccine Degradation Prediction,Coursera Project Network,3.8,6.0,,Intermediate,,Coursera,False
295,Demand Forecasting Using Time Series,LearnQuest,2.8,6.0,,Intermediate,,Coursera,False
296,Advanced Models for Decision Making,University of Minnesota,4.8,11.0,,Beginner,,Coursera,False
297,Creando aplicaciones con Shiny,Coursera Project Network,,,,Beginner,,Coursera,False
298,How Google does Machine Learning 日本語版,Google Cloud,4.5,127.0,2400,Intermediate,,Coursera,False
299,Analyzing Multivariate Data Using R,Marina Varfolomeeva,,,42,Intermediate,,Stepik,True
300,Digital Marketing and Data Driven Analytics,TecdeMonterreyX,,,6114,Intermediate,16.0,edX,True
301,Estadística Aplicada a los Negocios,GalileoX,,,28427,Beginner,20.0,edX,True
302,Sparse Representations in Signal and Image Processing: Fundamentals,IsraelXTechnion,,,8489,Advanced,20.0,edX,True
303,"Data Science Tools mit Python: Numpy, Pandas, Matplotlib",Jan Schaffranek,4.6,21.0,243,Mixed,9.0,Udemy,False
304,Introducción a Data Scientist programando en R,David Manero,4.1,297.0,1150,Beginner,6.5,Udemy,False
305,【データサイエンス×ビジネスコミュニケーション】現役データサイエンティストが教える「伝えて動かすデータ分析」,Tomohiro Furusawa （株式会社TenGen）,3.9,459.0,2502,Mixed,12.5,Udemy,False
306,Matplotlib for Python Developers – Beginners,Exam Turf,0.0,0.0,1965,Beginner,4.0,Udemy,False
307,Analysing Tweets using R,Partha Majumdar,5.0,1.0,19,Intermediate,3.0,Udemy,False
308,Web Scraping using Python,Vinay Phadnis,3.2,8.0,75,Mixed,1.5,Udemy,False
309,Python Machine Learning : Learn Handson™,Handson System,3.5,33.0,881,Mixed,7.5,Udemy,False
310,Data Engineering with Python,Academy of Computing & Artificial Intelligence,3.5,40.0,316,Mixed,14.0,Udemy,False
311,Master Data Mining in Data Science & Machine Learning,Data Is Good Academy,4.4,56.0,12661,Mixed,6.0,Udemy,False
312,Google Cloud Machine Learning with TensorFlow,Packt Publishing,4.4,63.0,312,Beginner,4.0,Udemy,False
313,Data Science for Marketing Analytics,Packt Publishing,4.5,93.0,529,Beginner,4.5,Udemy,False
314,Advanced Web Scraping with Python using Scrapy & Splash,Ahmed Rafik,4.7,301.0,4153,Advanced,5.5,Udemy,False
315,Machine Learning A-Z: Become Kaggle Master,Geekshub Pvt Ltd,4.1,453.0,2709,Mixed,36.5,Udemy,False
316,Complete Tensorflow and Keras Deep Learning Bootcamp,Jose Portilla,4.7,5432.0,32228,Mixed,19.0,Udemy,False
317,NLP - Natural Language Processing with Python,Jose Portilla,4.6,9338.0,47004,Intermediate,11.5,Udemy,False
318,Summarizing Data and Deducing Probabilities,Janani Ravi,4.5,35.0,,Intermediate,2.8,Pluralsight,False
319,Finding Relationships in Data with Python,Janani Ravi,4.0,34.0,,Beginner,2.0,Pluralsight,False
320,Storytelling with Data & Data Visualization [],Joshua Brindley,3.2,10,657,Mixed,5.224722222222222,Skillshare,True
321,Neural networks for beginners from scatch in tensorflow,Dan We,3.0,9,370,Intermediate,2.701111111111111,Skillshare,True
322,Get Started with SQL Server in Minutes (for Absolute Beginners),Artemakis Artemiou,0.0,0,63,Beginner,0.5638888888888889,Skillshare,True
323,Concurrent Programming in Python,Max S,0.0,0,9,Intermediate,6.141944444444444,Skillshare,True
324,Practice Python: Building projects with Python Programming,Ahmed Mo IB,0.0,0,8,Mixed,3.4702777777777776,Skillshare,True
325,Executive Data Science,Johns Hopkins University,4.5,10222.0,230000,Beginner,48.0,Coursera,False
326,Google Data Analytics Capstone: Complete a Case Study,Google,4.8,1478.0,51000,Beginner,,Coursera,False
327,Covid- Death Medical Analysis & Visualization using Plotly,Coursera Project Network,,,,Beginner,,Coursera,False
328,Critical Business Skills,SNHUx,,,,Beginner,64.0,edX,True
329,Performative Modelling,NUS,,,,Advanced,20.0,edX,True
330,Curso de Data Studio - Construindo Dashboards Profissionais.,Guilherme Teixeira,4.7,17.0,43,Beginner,2.5,Udemy,False
331,"Data Science R: Manipule, visualize dados com R",Leonardo Henrique Oliveira Pena,4.3,20.0,158,Beginner,1.0,Udemy,False
332,Machine Learning con Arduino y Tensorflow . Keras,Roboticoss - Edison Sásig,4.7,158.0,878,Intermediate,11.5,Udemy,False
333,Introdução à Estatística para Data Science em R -Casos Reais,Isaías Lira,4.1,461.0,2228,Mixed,5.5,Udemy,False
334,プログラミング言語 Python 入門,Akihito Tamagawa,4.0,1861.0,7930,Beginner,6.0,Udemy,False
335,Python: Yapay Zeka ve Veri Bilimi için Python Programlama,Mustafa Vahit Keskin,4.7,4794.0,48958,Mixed,16.0,Udemy,False
336,Apache Spark for Big Data Analytics and Data Processing,Packt Publishing,3.7,2.0,55,Beginner,7.0,Udemy,False
337,Introduction to GIS and Remote Sensing with R,Andrés Salazar,5.0,3.0,209,Mixed,1.0,Udemy,False
338,Machine Learning with Python: The Complete Guide,Eduonix Learning Solutions,3.8,7.0,310,Mixed,12.0,Udemy,False
339,Machine Learning with R Programming,Easylearning guru,3.3,18.0,92,Mixed,2.0,Udemy,False
340,Master Machine Learning with Scikit-Learn Library & Python,Piyush Dave,4.9,24.0,351,Mixed,10.5,Udemy,False
341,Tensorflow on Google's Cloud Platform for Data Engineers,Mike West,4.1,45.0,571,Intermediate,1.5,Udemy,False
342,Programming Statistical Applications in R,"Geoffrey Hubona, Ph.D.",4.2,52.0,1649,Mixed,11.0,Udemy,False
343,Complete Data Science & Machine Learning Bootcamp in Python,Derrick Mwiti,3.9,58.0,668,Mixed,18.0,Udemy,False
344,"Machine Learning MASTER, Zero to Mastery",Data Science ACADEMY,4.6,137.0,26718,Mixed,62.5,Udemy,False
345,Generate and visualize data in Python and MATLAB,Mike X Cohen,5.0,311.0,19595,Mixed,6.5,Udemy,False
346,Complete Machine Learning & Data Science Bootcamp,Andrei Neagoie,4.6,8705.0,50690,Mixed,43.5,Udemy,False
347,Reshaping Data with R,,,,,Intermediate,2.0,Pluralsight,False
348,Data Wrangling with Pandas for Machine Learning Engineers,Mike West,4.0,41.0,,Beginner,1.6,Pluralsight,False
349,Machine Learning In Python Environment,YouAccel Training,,,653,Mixed,3.5,Alison,False
350,Data Science & Machine Learning Bootcamp -- Class of - Capstone project DA and DV,"Dr. Junaid Qazi, PhD",0.0,0,50,Mixed,1.1672222222222222,Skillshare,True
351,Learn Data Analytics with Stata,Franz Buscha,3.3,11,206,Beginner,9.728333333333333,Skillshare,True
352,Complete Python Bootcamp : Go Beginner to Expert in Python,Funky Programmer,4.0,3,100,Mixed,5.871666666666667,Skillshare,True
353,# Excel Hack : Macro Recorder Tool,Bhaumik Shah,3.0,3,41,Beginner,0.35777777777777775,Skillshare,True
354,Edition - PySpark - Python with Spark for absolute beginners,Engineering Tech,3.0,3,31,Beginner,0.8794444444444445,Skillshare,True
355,Machine Learning for Absolute Beginners - Level,Idan Gabrieli,0.0,0,10,Intermediate,3.0433333333333334,Skillshare,True
356,Artificial Intelligence in Bioinformatics,Taipei Medical University,4.4,7,1273,Mixed,6.0,FutureLearn,True
357,Google Data Analytics,Google,4.8,28287.0,490000,Beginner,240.0,Coursera,False
358,Dimensionality Reduction using an Autoencoder in Python,Coursera Project Network,4.6,91.0,3200,Intermediate,,Coursera,False
359,Employee Attrition Prediction Using Machine Learning,Coursera Project Network,,,,Beginner,,Coursera,False
360,Measurement – Turning Concepts into Data,Johns Hopkins University,4.8,46.0,,Beginner,,Coursera,False
361,Deep Learning for Computer Vision with TensorFlow,CARLOS QUIROS,4.4,453.0,2949,Intermediate,11.0,Udemy,False
362,【数学/プログラミング不要】ディープラーニングの実装体験でビジネスのためのAI活用を理解する,株式会社 Matrixflow,4.1,1109.0,3736,Beginner,2.0,Udemy,False
363,Pemrograman R Solusi Mudah Mengolah Data untuk Orang Awam,Jubilee Enterprise,4.0,4.0,15,Beginner,1.5,Udemy,False
364,"Data Science Masterclass: Excel-Analysen, Access-Datenbanken",Fabio Basler,4.7,29.0,604,Mixed,18.0,Udemy,False
365,Visualisasi Data Interaktif dengan Google Data Studio,Permadina Kanah Arieska,4.6,36.0,140,Beginner,2.0,Udemy,False
366,Rastreamento de Objetos com Python e OpenCV,Jones Granatyr,4.5,116.0,837,Mixed,5.0,Udemy,False
367,Big Data Analytics con Python e Spark .: il Corso Completo,Giuseppe Gullo,4.7,162.0,1015,Mixed,12.0,Udemy,False
368,Intelligence Artificielle de A à Z,Hadelin de Ponteves,4.3,1318.0,9060,Beginner,14.0,Udemy,False
369,Advanced Machine Learning with TensorFlow: -in-,Packt Publishing,2.0,1.0,34,Beginner,6.0,Udemy,False
370,Complete Hands On Pandas Bootcamp with a Real World Project,Naina Chaturvedi,5.0,2.0,3,Mixed,3.5,Udemy,False
371,Learning Path: R: Complete Guide to Machine Learning with R,Packt Publishing,3.9,7.0,71,Intermediate,6.5,Udemy,False
372,"Hands-On Machine Learning: Learn TensorFlow, Python, & Java!",Mammoth Interactive,4.2,16.0,250,Beginner,8.5,Udemy,False
373,Deep Learning : Plunge into Deep Learning,Muni Kumar Gopu V R,4.3,25.0,2326,Beginner,2.5,Udemy,False
374,Power BI: Advanced Data Transformations and Modeling,Enterprise DNA,4.4,53.0,8457,Intermediate,4.0,Udemy,False
375,Machine Learning from the scratch using Python,Saheb Singh Chaddha,3.7,87.0,2388,Mixed,15.0,Udemy,False
376,Learn Data Science and Machine Learning with Python,The Tech X Learners,4.4,119.0,363,Mixed,18.0,Udemy,False
377,Advanced Data Science Techniques in SPSS,Bogdan Anastasiei,4.3,158.0,25096,Advanced,6.5,Udemy,False
378,"Regression, Data Mining, Text Mining, Forecasting using R",ExcelR Solutions,4.1,495.0,4392,Mixed,33.0,Udemy,False
379,Searching and Manipulating Data in Excel,Pratheerth Padman,4.5,60.0,,Beginner,1.2,Pluralsight,False
380,Microsoft SQL Fundamentals with real world demos,Innocent Musanzikwa,3.2,16,452,Beginner,1.265,Skillshare,True
381,Learn How to Develop Programming Skills,Sandeep Thakur,3.3,25,339,Mixed,2.0769444444444445,Skillshare,True
382,Trigonometry for Electrical Engineering,Graham Van Brunt,3.7,7,84,Intermediate,5.072222222222222,Skillshare,True
383,Data Storytelling: Learn the real power of your Data,Joe Smithyman,3.8,8,74,Mixed,0.4255555555555556,Skillshare,True
384,Machine Learning Hands-on Course!,Sanjay Singh,4.0,0,56,Mixed,4.727222222222222,Skillshare,True
385,Productivity: QUERY in Google Sheets (MATCH vs. VLOOKUP vs. QUERY),Isaac Esteban,0.0,0,16,Intermediate,0.25277777777777777,Skillshare,True
386,Introducción a Bases de Datos y SQL - ESPAÑOL INTENSIVO,Adrián Javier Taguico,0.0,0,7,Beginner,1.4908333333333332,Skillshare,True
387,QGIS . - Data Sources,Mike Miller,3.3,6,123,Intermediate,1.3169444444444445,Skillshare,True
388,Compare two Excel sheets or datasets to find matches and differences,Prashant Panchal,4.0,3,106,Intermediate,2.202777777777778,Skillshare,True
389,Command Line Tools for Genomic Data Science,Johns Hopkins University,4.1,466.0,21000,Mixed,,Coursera,False
390,Probabilistic Graphical Models : Inference,Stanford University,4.6,468.0,22000,Advanced,,Coursera,False
391,Predict Future Product Prices Using Facebook Prophet,Coursera Project Network,4.4,390.0,7800,Intermediate,,Coursera,False
392,Custom Attribution Modeling with Google Analytics,Coursera Project Network,4.5,80.0,3900,Beginner,,Coursera,False
393,Mathematics for computer vision,HSE University,2.8,8.0,1800,Intermediate,,Coursera,False
394,Automated Machine Learning en Microsoft Power BI,Coursera Project Network,4.3,12.0,,Intermediate,,Coursera,False
395,Publication-Ready Tables in R,Coursera Project Network,,,,Intermediate,,Coursera,False
396,Data Engineering Basics for Everyone,IBM,,,,Beginner,16.0,edX,True
397,Logística del futuro,logycaX,,,8521,Beginner,20.0,edX,True
398,【글로벌 Best강의】 Scala를 이용한 Apache Spark - 빅 데이터 실습! (한글자막),Sundog Education by Frank Kane,5.0,1.0,17,Mixed,9.0,Udemy,False
399,Sabermetric: Data science en Baseball con Rstudio y Power BI,Pedro Daniel Alcalá Rojas,4.7,9.0,30,Mixed,4.5,Udemy,False
400,Machine Learning avec Python : La formation complète,MonCoachData | Data Science - Machine Learning - Deep Learning - Python / SQL,4.5,712.0,4250,Mixed,14.0,Udemy,False
401,Machine Learning Regression Models,Python Profits,0.0,0.0,9,Mixed,6.5,Udemy,False
